图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,圣女果-预测置信度,山竹-预测置信度,杨梅-预测置信度,柚子-预测置信度,柠檬-预测置信度,桂圆-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,火龙果-预测置信度,猕猴桃-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,芒果-预测置信度,苦瓜-预测置信度,苹果-红-预测置信度,苹果-青-预测置信度,草莓-预测置信度,荔枝-预测置信度,菠萝-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,香蕉-预测置信度,黄瓜-预测置信度
../../dataset/fruit30_split\val\葡萄-白\48.jpg,22,葡萄-白,22,葡萄-白,23,葡萄-红,1,山竹,True,1.3008053e-06,0.0002342055,1.7979477e-05,4.1927087e-06,0.00011366479,2.2219589e-05,3.5317782e-05,9.351242e-06,6.4648693e-06,2.6405382e-06,2.2432152e-06,4.349928e-05,1.7836277e-05,1.0711032e-05,4.6716854e-05,3.2759166e-05,6.9576585e-05,6.188853e-05,2.3124865e-05,5.6216817e-07,0.00013557618,4.093365e-05,0.99827385,0.0007820718,4.928881e-06,7.898629e-07,9.979904e-08,9.172738e-07,4.5832167e-06
../../dataset/fruit30_split\val\葡萄-白\58.jpg,22,葡萄-白,22,葡萄-白,18,苹果-青,16,苦瓜,True,0.008839072,0.0014942716,0.00020553681,0.0014403987,0.009339023,0.0015107432,0.0013288863,0.00034149148,0.0003312977,0.00020911786,0.0026500276,0.00012345499,0.00047762494,0.00025664258,0.00014899271,0.0029406839,0.013215352,0.0005901918,0.020596055,0.00080755516,0.0008254457,0.00035018634,0.91701984,0.0030534621,0.0002776609,0.0010790619,0.000858602,0.00092366966,0.008765678
../../dataset/fruit30_split\val\葡萄-白\62.jpg,22,葡萄-白,22,葡萄-白,5,桂圆,10,猕猴桃,True,8.235738e-06,5.7906633e-05,4.2794574e-05,3.3367345e-05,3.3014665e-05,0.0010699211,8.010147e-06,0.000108163615,1.2077616e-05,2.8448599e-06,0.00036064116,5.227655e-06,6.692882e-06,3.2991388e-06,1.9534107e-05,8.8324356e-05,2.0741028e-05,7.288418e-05,0.00021535227,6.2794743e-07,4.938127e-05,4.932229e-07,0.997591,0.00017738856,3.241044e-06,1.5181921e-06,4.8121103e-07,4.192575e-06,2.5566178e-06
../../dataset/fruit30_split\val\葡萄-白\65.jpg,22,葡萄-白,22,葡萄-白,8,榴莲,15,芒果,True,0.00016166849,0.0004857102,2.5154433e-05,0.0007503996,1.3112974e-05,0.00015965034,0.0007908072,1.065189e-05,0.0027792114,1.897985e-05,7.374258e-05,4.248508e-06,8.671702e-06,1.1340667e-06,7.979595e-06,0.00086422253,2.0435631e-05,0.00017207715,1.798044e-05,8.927381e-05,9.720356e-05,0.00019102961,0.9925545,0.00026492687,1.8103636e-05,1.48698045e-05,4.7432815e-05,0.00035212506,4.698586e-06
../../dataset/fruit30_split\val\葡萄-白\67.jpg,22,葡萄-白,22,葡萄-白,16,苦瓜,5,桂圆,True,0.0032720952,0.011712525,0.042903468,0.0077232537,0.0022334212,0.0856969,0.0023312334,0.009517826,0.03499903,0.0059459712,0.017151445,0.0035976835,0.0024291743,0.0100833075,0.0046460168,0.018010408,0.09052719,0.0027168358,0.0030903297,0.0046897116,0.026508573,0.0071987747,0.5035709,0.020428117,0.02315367,0.006759486,0.0022801945,0.016526401,0.030296033
../../dataset/fruit30_split\val\葡萄-白\76.jpg,22,葡萄-白,22,葡萄-白,16,苦瓜,23,葡萄-红,True,3.7986213e-06,3.3375977e-06,3.8007867e-05,3.152479e-06,4.373546e-06,9.203107e-06,6.672239e-06,3.0842764e-07,9.976048e-07,2.9209853e-06,8.196391e-07,4.2169786e-06,3.1278432e-07,5.4433265e-05,2.7508213e-06,6.8772206e-06,0.0012583344,6.3446225e-07,4.9124583e-06,1.1697514e-06,1.706338e-05,4.364731e-05,0.9983903,0.000103353836,6.5412332e-06,9.1875984e-07,8.5287525e-07,1.7508386e-05,1.2583211e-05
../../dataset/fruit30_split\val\葡萄-白\8.jpg,22,葡萄-白,22,葡萄-白,5,桂圆,3,柚子,True,3.5596913e-06,2.9930374e-05,2.1810787e-05,0.0005285651,0.000109526605,0.0026193731,0.00048484758,2.8010545e-05,1.9954554e-05,4.860881e-07,4.343649e-05,1.9640278e-05,7.212728e-05,6.977328e-07,0.00028270256,0.0005210706,7.571547e-06,1.26674695e-05,5.998796e-06,1.214784e-06,3.3764714e-05,2.96907e-06,0.99494946,0.00013503246,1.5797813e-06,4.2617257e-06,1.0737288e-07,4.713152e-05,1.2490432e-05
../../dataset/fruit30_split\val\葡萄-白\87.jpg,22,葡萄-白,22,葡萄-白,23,葡萄-红,16,苦瓜,True,0.0015881651,0.0056704944,0.0050256243,0.0008310176,0.0010093745,0.0052815014,0.00079252745,0.0014730504,0.0036371495,0.0035596644,0.0017878687,0.0018448803,0.0005010122,0.00069296197,5.2575375e-05,0.0007373401,0.014328199,0.000656,0.0040150257,0.0077226725,0.012873496,0.0046863924,0.8422982,0.062615216,0.003922521,0.0014412461,0.0026541953,0.004575506,0.0037261457
../../dataset/fruit30_split\val\葡萄-白\96.jpg,22,葡萄-白,22,葡萄-白,15,芒果,4,柠檬,True,1.8104163e-05,4.393865e-06,3.3954711e-06,1.9619e-05,0.00013784005,1.0405184e-05,9.177058e-05,4.1662056e-06,3.5917883e-06,1.0628733e-06,1.7985747e-05,9.710813e-06,4.1363765e-07,5.278454e-06,9.397754e-06,0.0001729789,2.591272e-05,3.203899e-06,4.3730153e-05,6.374853e-07,1.6388809e-06,3.455321e-05,0.9992384,0.00010746353,7.3955795e-07,6.2970037e-07,3.8874862e-07,2.5601057e-05,7.081401e-06
../../dataset/fruit30_split\val\葡萄-红\103.jpeg,23,葡萄-红,0,圣女果,23,葡萄-红,25,西红柿,True,0.38043872,0.00024278896,0.00028260914,0.008190986,0.0014625427,0.0012561219,2.7252247e-05,0.00060445647,0.00015686631,0.000210865,0.0004563408,0.020510655,0.003938902,0.00011261871,0.00040239605,0.00013293058,0.00024268999,0.0030162067,5.0510942e-05,0.0011065021,0.006825058,3.4401088e-05,0.0026924876,0.31078723,0.00021959952,0.24208216,0.01446852,3.4721656e-05,1.2824428e-05
../../dataset/fruit30_split\val\葡萄-红\109.jpg,23,葡萄-红,23,葡萄-红,22,葡萄-白,26,车厘子,True,7.435621e-05,5.7410045e-05,0.0009492096,1.6604432e-06,1.326328e-06,0.00022069606,4.8758484e-06,1.04084875e-05,2.3782814e-05,2.1491638e-05,3.368316e-05,4.629227e-05,1.5969114e-05,1.1694856e-05,4.4366467e-07,3.4768324e-05,5.2737737e-06,0.00019636941,1.9627587e-05,5.6935685e-05,0.00044088287,5.8596368e-05,0.0021047643,0.99446684,7.6103875e-06,3.0949286e-05,0.0010896097,2.3025596e-06,1.216148e-05
../../dataset/fruit30_split\val\葡萄-红\111.jpg,23,葡萄-红,26,车厘子,0,圣女果,23,葡萄-红,True,0.059438784,7.11339e-05,7.281739e-05,7.790954e-05,1.0477427e-06,5.8483606e-06,6.0931205e-07,3.098173e-07,1.6688728e-06,0.00025943655,1.7744044e-06,0.007294806,1.4220703e-05,4.7866975e-05,1.4931899e-06,0.0002976756,1.0824351e-05,4.2567517e-05,1.430337e-07,3.7192513e-05,4.0334955e-05,1.4442559e-06,7.649318e-05,0.041413136,2.872958e-06,0.006029878,0.8847348,2.1388907e-05,1.4587963e-06
../../dataset/fruit30_split\val\葡萄-红\12.jpg,23,葡萄-红,23,葡萄-红,5,桂圆,20,荔枝,True,2.8018125e-05,0.00056039885,3.15599e-05,1.8759853e-05,3.151704e-05,0.004947208,4.663506e-06,3.5999907e-05,6.3710236e-06,4.267976e-06,1.5730391e-05,3.7731537e-05,9.374292e-05,8.94796e-06,3.953475e-06,4.894201e-06,2.1698943e-06,0.00052147015,2.3619752e-06,1.2487249e-05,0.001264181,9.668055e-07,0.00033060287,0.9910835,1.3021589e-05,1.5216886e-05,0.0009181539,4.375845e-07,1.6661545e-06
../../dataset/fruit30_split\val\葡萄-红\130.jpg,23,葡萄-红,23,葡萄-红,20,荔枝,11,石榴,True,1.9913445e-05,2.6125079e-05,6.254962e-06,3.660333e-06,1.0169143e-07,6.1080937e-07,3.526616e-08,6.3535873e-07,4.9564505e-08,5.7667776e-06,4.648142e-08,0.00054716016,3.0015244e-08,9.265439e-07,5.511281e-09,2.847787e-08,6.203528e-06,1.6813774e-06,1.0569799e-07,4.4058834e-06,0.008384885,4.481219e-06,5.653758e-05,0.99088585,1.7788344e-06,6.2865315e-06,3.608752e-05,1.7446342e-07,4.511428e-08
../../dataset/fruit30_split\val\葡萄-红\136.jpg,23,葡萄-红,23,葡萄-红,17,苹果-红,11,石榴,True,1.500239e-06,0.0010080927,1.5552513e-06,7.3062943e-06,9.155694e-07,5.9207064e-06,4.5441548e-06,1.9102533e-06,2.306702e-07,1.3261368e-05,4.537174e-06,0.001285089,8.167832e-06,1.2281684e-07,2.2494872e-08,3.2230316e-06,6.8340887e-07,0.0038921516,5.2003054e-07,1.6511603e-06,0.00028274045,6.3103386e-07,3.5805367e-06,0.9922305,4.2183867e-05,3.151807e-06,0.0011948693,7.418779e-07,2.541775e-07
../../dataset/fruit30_split\val\葡萄-红\137.jpg,23,葡萄-红,23,葡萄-红,20,荔枝,11,石榴,True,0.000290075,0.00015866023,7.1531667e-06,2.9930248e-05,2.248396e-06,2.4172166e-05,7.5911744e-06,9.317027e-07,2.3346364e-07,3.7038756e-06,7.988782e-06,0.001024045,7.632282e-06,7.2671537e-07,3.1345579e-07,5.1568586e-06,1.4281476e-05,0.00047596253,4.040029e-06,1.9821666e-05,0.0015115797,1.0950557e-06,4.882069e-05,0.9961397,1.5521124e-05,5.360247e-05,0.00014409976,7.0723553e-07,1.8451647e-07
../../dataset/fruit30_split\val\葡萄-红\138.jpg,23,葡萄-红,23,葡萄-红,20,荔枝,26,车厘子,True,3.3873357e-06,9.879224e-05,4.537845e-05,1.4795451e-06,1.9246464e-07,7.111488e-06,1.5924533e-07,1.4996397e-07,8.654171e-08,2.765152e-05,1.0905092e-06,0.0004476235,5.6839974e-07,2.6838933e-07,2.6561297e-08,8.4571207e-07,3.2478629e-06,2.5896725e-05,3.809223e-07,2.693094e-06,0.0031842662,3.9087545e-06,4.951358e-05,0.99383426,4.740969e-06,1.7844474e-06,0.0022539285,5.151529e-07,1.2505342e-07
../../dataset/fruit30_split\val\葡萄-红\148.jpg,23,葡萄-红,9,火龙果,23,葡萄-红,2,杨梅,True,0.0006145239,0.011706077,0.12421269,0.012712638,0.0014236694,0.0060508964,0.010859125,0.004588251,0.022021309,0.24125275,0.0005701125,0.013284719,0.0008999769,0.002112407,0.0009250716,0.00074060867,0.0379359,0.002199333,0.00016029668,0.071439534,0.052531987,0.028421193,0.03301229,0.19500214,0.04703688,0.0014252181,0.0010851943,0.00054253166,0.075232774
../../dataset/fruit30_split\val\葡萄-红\154.jpg,23,葡萄-红,23,葡萄-红,11,石榴,16,苦瓜,True,0.002462294,0.0038312003,0.0036646142,0.0022488039,0.0006456171,0.0051170555,0.001570005,0.0011736801,0.00029099782,0.0046350434,0.00055666605,0.13323367,0.002828395,0.002706037,0.0019697146,0.00080164574,0.054903742,0.0017780463,0.0019826028,0.0073649315,0.046073038,0.007119796,0.051313255,0.6358845,0.018628964,0.0023937763,0.0004164811,0.000110657435,0.004294667
../../dataset/fruit30_split\val\葡萄-红\159.jpg,23,葡萄-红,23,葡萄-红,0,圣女果,26,车厘子,True,0.005393136,0.0021775905,3.5686808e-06,0.00023494953,9.50116e-07,2.2743472e-05,8.449617e-06,3.6690653e-05,4.228817e-06,3.508631e-05,5.6472136e-06,0.0039626947,6.0804323e-06,3.0160592e-07,4.9685806e-08,6.1996666e-06,7.014468e-05,0.0015448676,1.0165566e-05,5.133725e-05,0.00030809696,6.807219e-07,1.858228e-06,0.9795052,0.0008575557,0.0008575046,0.0048862146,4.629059e-06,3.4027237e-06
../../dataset/fruit30_split\val\葡萄-红\163.jpg,23,葡萄-红,23,葡萄-红,0,圣女果,5,桂圆,True,0.3169246,0.008383956,0.0131031675,0.01851949,0.0018868943,0.041752357,0.0010424892,0.0010552567,0.0019403885,0.0005037174,0.004588795,0.005192833,0.026630882,0.0026669686,0.0003385432,0.012493772,0.0013271983,0.0084182825,0.00043359303,0.021954687,0.024690686,0.0013651856,0.0004914842,0.4183277,0.008564828,0.022769097,0.032116704,0.0009540199,0.0015625295
../../dataset/fruit30_split\val\葡萄-红\165.jpg,23,葡萄-红,23,葡萄-红,1,山竹,17,苹果-红,True,0.00014035762,0.03208474,1.966654e-05,0.0001630629,8.247875e-06,0.00030905206,2.6067628e-05,0.00026612572,6.5966383e-06,0.00027315735,9.291398e-05,0.00026519893,0.00013363175,1.3318988e-06,6.93082e-07,1.2985705e-05,4.5110955e-06,0.0019336905,6.8452314e-06,6.393422e-05,0.0009083138,2.122073e-06,0.00036070633,0.9613861,3.273641e-05,4.805603e-05,0.0013867869,3.070501e-05,3.1700725e-05
../../dataset/fruit30_split\val\葡萄-红\166.jpg,23,葡萄-红,23,葡萄-红,20,荔枝,11,石榴,True,0.00013091307,2.9329121e-05,2.4193987e-06,4.336773e-06,2.0117471e-07,5.7577636e-06,2.6821324e-08,1.4814184e-07,4.3615092e-08,1.8113487e-05,4.0823128e-08,0.0014364796,5.630216e-07,2.098888e-07,2.0308761e-08,4.343497e-07,3.856518e-06,6.673361e-06,5.323883e-08,2.0985559e-05,0.0023837143,5.238888e-07,8.000399e-06,0.9958032,7.5392763e-06,1.0808097e-05,0.0001252304,1.5190852e-07,2.712518e-07
../../dataset/fruit30_split\val\葡萄-红\170.jpg,23,葡萄-红,23,葡萄-红,22,葡萄-白,20,荔枝,True,0.0028097276,0.00062797614,0.00993596,0.00010260672,6.519953e-05,0.000594945,8.518138e-06,1.3098997e-05,9.397461e-06,2.085419e-05,4.210835e-05,0.00088797073,0.00018569475,0.00020307279,6.7232824e-05,5.0352846e-05,0.00013953343,0.0003590577,9.639473e-06,0.0009874093,0.022377642,2.2733693e-05,0.08974205,0.8700807,0.00018209874,0.00042062375,6.7762817e-06,7.450122e-06,3.956898e-05
../../dataset/fruit30_split\val\葡萄-红\175.jpg,23,葡萄-红,1,山竹,20,荔枝,7,椰子,False,0.0008981918,0.22814186,0.05597585,0.017719818,0.0004475919,0.051575247,0.003788425,0.09690268,0.07657422,0.019000674,0.0041648047,0.041799378,0.011893164,0.0015044307,0.035917327,0.010973976,0.009279882,0.0074877026,0.0010518056,0.025194066,0.12934566,0.027445382,0.023051335,0.09236161,0.009688532,0.0018529475,0.008799725,0.00513118,0.002032516
../../dataset/fruit30_split\val\葡萄-红\179.jpg,23,葡萄-红,23,葡萄-红,11,石榴,17,苹果-红,True,6.199266e-05,3.7047703e-05,4.3559066e-06,2.7184942e-06,1.4234336e-08,5.2909905e-07,9.770753e-07,5.0475595e-08,1.841512e-06,1.9423469e-05,6.212718e-07,0.0007755256,2.5285019e-07,9.6816464e-08,6.052487e-08,4.4392843e-07,8.420181e-08,0.0002486306,1.010319e-08,9.918365e-07,8.1453e-05,1.4058925e-08,2.5535842e-06,0.9985582,3.0713093e-07,1.9957834e-05,0.00018176729,9.8479816e-08,1.8694513e-09
../../dataset/fruit30_split\val\葡萄-红\189.jpg,23,葡萄-红,23,葡萄-红,0,圣女果,26,车厘子,True,0.3591861,0.003417987,0.0010276487,0.00030980466,0.00019879147,0.00085808535,0.00027642556,5.772734e-05,4.6779885e-05,0.00022172288,0.0011905123,0.00943153,0.0020107848,0.002022419,7.417422e-05,0.0014906396,0.011153091,0.00088004465,6.564374e-05,0.0011742251,0.002536389,0.00074033404,0.007871562,0.48010975,0.00023453716,0.00602343,0.10547096,0.0016940073,0.00022496002
../../dataset/fruit30_split\val\葡萄-红\194.jpg,23,葡萄-红,23,葡萄-红,26,车厘子,11,石榴,True,2.8228276e-06,0.0001367622,6.50202e-07,3.7134978e-07,1.1122855e-08,5.121122e-06,3.030676e-08,2.4387273e-07,2.0382647e-07,8.626187e-06,1.8386304e-07,0.0003301772,2.1151016e-06,1.0730605e-06,2.250008e-09,7.841079e-07,4.6669294e-07,3.3652705e-05,8.686181e-09,6.6044754e-07,0.00015627703,2.7820215e-07,1.9186605e-07,0.9986376,1.7086847e-06,1.1361536e-06,0.00067823596,4.5922798e-07,6.798749e-08
../../dataset/fruit30_split\val\葡萄-红\2.jpg,23,葡萄-红,23,葡萄-红,26,车厘子,17,苹果-红,True,0.000953255,0.0028287724,6.148408e-05,2.6269106e-05,1.7602639e-05,0.00035310353,3.796691e-05,5.9832044e-05,8.502879e-06,2.6284217e-05,4.2504624e-05,0.0032278355,0.00032231276,9.857795e-06,1.6457429e-06,5.37932e-06,7.897235e-05,0.0045047863,2.5214133e-05,0.0002508317,0.0023700292,2.5739382e-05,0.0014516576,0.9764004,0.00012509494,0.00031927973,0.0064547844,6.134126e-06,4.5163833e-06
../../dataset/fruit30_split\val\葡萄-红\26.jpg,23,葡萄-红,23,葡萄-红,1,山竹,5,桂圆,True,7.2824536e-05,0.00088599575,6.0368857e-06,0.00011037573,3.2568278e-07,0.00032332234,4.67006e-07,1.666007e-06,1.4068423e-05,2.865555e-05,3.142131e-05,0.00017605758,2.598364e-06,5.419336e-06,7.1760994e-08,5.2148866e-06,2.2074732e-06,0.00012518773,3.9928437e-08,1.4946187e-06,0.00015151384,6.138523e-08,2.5615603e-07,0.99782383,2.7407696e-05,2.0010464e-05,0.00018294089,3.377128e-07,2.0201267e-07
../../dataset/fruit30_split\val\葡萄-红\34.jpg,23,葡萄-红,23,葡萄-红,11,石榴,26,车厘子,True,0.0003990945,0.0011538853,1.6922762e-05,2.445009e-05,1.5399887e-07,6.082218e-07,1.5017949e-07,6.0661023e-07,4.403079e-08,1.9694373e-05,1.0264444e-06,0.004047269,1.7037215e-07,1.27109185e-08,1.2562616e-08,1.9364849e-07,5.1627086e-07,0.00027324952,5.254179e-08,3.0424855e-05,0.0017506017,6.991276e-07,1.2181808e-06,0.9896897,8.740341e-06,0.00015999695,0.002420049,4.1145788e-07,4.0851898e-08
../../dataset/fruit30_split\val\葡萄-红\37.jpg,23,葡萄-红,23,葡萄-红,0,圣女果,26,车厘子,True,0.029316522,0.004280809,0.00047901968,0.007266584,0.00039395102,0.0004314402,0.00021399849,0.0001926237,0.00065699907,0.00033766657,0.00044261877,0.012691736,0.0019874177,0.0004868818,0.0013662206,0.0008996404,0.00056505593,0.010182917,2.9660736e-05,0.0010664472,0.0020469588,0.00011620458,0.0026563865,0.89643306,0.0032295047,0.002608632,0.019126201,0.0004737822,2.109754e-05
../../dataset/fruit30_split\val\葡萄-红\40.jpg,23,葡萄-红,23,葡萄-红,22,葡萄-白,20,荔枝,True,0.012603416,0.015900796,0.0014645595,0.0020014863,0.00463385,0.010283528,0.00065578375,0.0068679815,0.00017074127,0.0011065332,0.0013163185,0.0025380654,0.0014688193,0.0014001124,0.0006630338,0.0010980546,0.0024875544,0.0074718427,0.0007904753,0.0022791116,0.025794538,0.00052233256,0.048329096,0.83906907,0.0013141724,0.0063591423,0.0004626189,8.978627e-05,0.00085718295
../../dataset/fruit30_split\val\葡萄-红\41.jpg,23,葡萄-红,23,葡萄-红,20,荔枝,2,杨梅,True,0.0004499583,0.0016215353,0.001812241,4.4627213e-05,3.4303128e-05,0.0009439318,7.457949e-06,0.00022506036,0.00029400107,2.6944354e-05,5.2453583e-05,0.00019627268,0.00013495196,8.028326e-05,4.120796e-06,8.545233e-06,1.1502782e-05,0.00020376418,5.4649963e-06,0.0006639658,0.017998679,3.0076835e-05,0.00043695795,0.974341,0.000107504056,6.583095e-05,0.00015136751,2.387297e-05,2.337767e-05
../../dataset/fruit30_split\val\葡萄-红\53.png,23,葡萄-红,23,葡萄-红,20,荔枝,22,葡萄-白,True,6.7710906e-05,0.00013868304,1.7770517e-05,3.9413303e-06,4.5972465e-06,5.3711006e-05,3.0315016e-07,5.506506e-07,2.5923129e-07,1.620596e-06,2.9105731e-06,0.00031013635,1.8658069e-06,2.5565016e-06,3.6123504e-07,9.867167e-07,4.5877514e-06,5.8032205e-05,1.0305359e-06,5.213816e-06,0.0010258802,1.1194836e-06,0.0003325726,0.9977817,5.602449e-06,7.1502686e-06,0.0001684623,3.6832182e-07,3.222084e-07
../../dataset/fruit30_split\val\葡萄-红\6.jpg,23,葡萄-红,23,葡萄-红,20,荔枝,1,山竹,True,3.0926474e-06,4.3312542e-05,9.073682e-07,3.250004e-07,1.8504712e-08,6.982068e-06,1.0023909e-08,2.5126013e-07,1.7344886e-08,7.9350606e-08,9.4649755e-09,1.7538878e-05,2.815455e-08,1.178138e-07,2.7227223e-09,4.689466e-08,2.4196797e-07,1.2746907e-06,1.0248201e-08,6.764455e-07,0.013700689,1.4120435e-07,4.3591945e-06,0.9862183,1.3350078e-07,1.5154565e-07,1.1253848e-06,8.293902e-08,1.6145824e-08
../../dataset/fruit30_split\val\葡萄-红\60.jpg,23,葡萄-红,23,葡萄-红,17,苹果-红,20,荔枝,True,0.0013778523,0.0048319586,3.728299e-05,0.00055945315,9.926303e-06,0.00021731104,0.0004413879,0.00013373152,4.955908e-06,0.00014071097,0.0002537858,0.017937109,0.00021068475,1.567389e-05,6.3650596e-06,6.157733e-05,9.409953e-06,0.026776113,1.5537697e-05,5.4654163e-05,0.020652454,8.314838e-07,1.5264399e-05,0.9247072,0.00031558503,0.00035030523,0.00085438805,5.690029e-06,2.8209838e-06
../../dataset/fruit30_split\val\葡萄-红\64.jpeg,23,葡萄-红,23,葡萄-红,22,葡萄-白,20,荔枝,True,0.0012440257,0.0017129075,0.0028385364,4.504688e-05,3.9553874e-05,0.00046103727,2.2555781e-05,0.00036556242,0.00066676893,0.00018518676,1.5153276e-05,0.00036043194,9.40363e-05,6.801513e-05,1.4863287e-05,2.1346365e-05,7.770809e-05,0.00037116624,9.43324e-06,0.00053923234,0.003089768,0.00013769984,0.01298697,0.9733181,0.00012210518,0.00032366734,0.00045217518,2.4395058e-05,0.00039254353
../../dataset/fruit30_split\val\葡萄-红\66.jpg,23,葡萄-红,23,葡萄-红,20,荔枝,11,石榴,True,4.2919557e-05,0.000103363214,0.00025613792,8.674905e-06,1.3039401e-07,1.0688572e-06,1.0039408e-07,8.377324e-07,2.0576488e-06,8.8458386e-05,6.5921006e-07,0.0018151158,5.398456e-08,1.1624923e-07,2.1182029e-08,8.581091e-07,3.469016e-05,1.5150485e-05,4.4182036e-07,3.2844295e-05,0.007808905,8.098446e-05,4.4636512e-05,0.9888228,1.3524796e-06,1.3742466e-05,0.000821731,2.0129646e-06,2.2784036e-07
../../dataset/fruit30_split\val\葡萄-红\68.jpg,23,葡萄-红,23,葡萄-红,26,车厘子,0,圣女果,True,0.104544014,0.024994548,0.005774859,0.006499177,0.0005091211,0.0013466735,0.00026831805,0.0017980399,9.1464295e-05,0.0042035333,0.0015624807,0.03530913,0.002697429,0.00033749646,7.583864e-05,0.0028059592,0.019658456,0.03530145,0.00090318784,0.100033656,0.041463558,0.0007894196,0.0014546688,0.343987,0.006285014,0.010350482,0.24343307,0.00087220507,0.0026497198
../../dataset/fruit30_split\val\葡萄-红\78.jpg,23,葡萄-红,23,葡萄-红,11,石榴,0,圣女果,True,0.0048663714,0.002439239,0.00012519473,0.00012091098,8.757316e-06,0.00049590855,1.535131e-06,5.139966e-05,2.4743716e-05,0.00024711678,4.805605e-05,0.007959342,8.230258e-05,5.345596e-05,7.562682e-06,0.0001737295,6.935365e-05,0.0003865139,7.845491e-07,0.00030886097,0.0013517544,0.00012430506,1.2335719e-05,0.9778177,3.7316353e-05,0.0012753687,0.0018636979,3.8324073e-05,8.144809e-06
../../dataset/fruit30_split\val\葡萄-红\80.jpeg,23,葡萄-红,23,葡萄-红,20,荔枝,1,山竹,True,7.382486e-05,0.003517947,0.0025064761,9.824609e-05,3.1052123e-06,0.0002504117,7.720435e-06,5.9067996e-05,4.6641417e-05,0.00011459162,5.5962653e-05,0.0029791538,0.00018520474,4.366368e-05,4.1636945e-06,3.9819904e-05,0.00032590394,0.0007365008,2.4589986e-06,0.0011275164,0.07578475,2.2858318e-05,0.0006995102,0.9107734,0.0001643277,0.000101159836,0.00023956077,5.266551e-06,3.0784966e-05
../../dataset/fruit30_split\val\葡萄-红\81.jpg,23,葡萄-红,23,葡萄-红,1,山竹,22,葡萄-白,True,0.0005107705,0.13323976,0.00013626854,5.5492837e-05,5.606002e-05,0.009013241,1.8681845e-06,0.00046030566,8.860911e-06,3.5979665e-05,5.6060875e-05,0.008174978,0.0011186462,3.9516062e-06,0.0001310378,0.00012015007,6.295855e-05,0.00011063086,4.852632e-05,6.465627e-05,0.009494769,0.00027647722,0.07304886,0.76319766,7.946488e-05,0.00019060615,4.248065e-05,9.745098e-06,0.00024968383
../../dataset/fruit30_split\val\葡萄-红\86.jpg,23,葡萄-红,23,葡萄-红,20,荔枝,26,车厘子,True,6.7660994e-06,2.655975e-06,9.806774e-05,2.9905648e-06,2.805642e-07,2.373236e-06,1.0616938e-06,1.3730751e-05,4.6837843e-07,8.717664e-06,9.248068e-09,0.00024306166,7.0985514e-08,1.0087791e-06,2.2016811e-08,2.4796566e-07,1.1286769e-05,2.0284945e-06,1.6457263e-06,5.6319812e-05,0.095151305,5.097544e-06,8.243701e-05,0.9040493,3.9946876e-06,3.276709e-06,0.00025086792,7.516397e-07,2.037101e-07
../../dataset/fruit30_split\val\葡萄-红\90.jpg,23,葡萄-红,23,葡萄-红,20,荔枝,26,车厘子,True,0.0005041409,0.00026632962,7.455198e-05,4.8844096e-05,7.853401e-07,5.459288e-05,4.987398e-06,1.2238194e-06,3.5606342e-07,0.00088999484,2.678145e-06,0.0014756838,0.00014301637,4.8946845e-06,3.092459e-07,7.414827e-06,3.270226e-06,6.0418664e-05,1.7946424e-07,2.1633548e-05,0.0021914572,1.4240181e-05,4.4972426e-06,0.9921678,3.1964917e-06,4.9782862e-05,0.0020016073,1.3369026e-06,8.4545746e-07
../../dataset/fruit30_split\val\葡萄-红\91.jpg,23,葡萄-红,15,芒果,22,葡萄-白,23,葡萄-红,True,0.067890726,0.008440262,0.013000331,0.0141808335,0.002708068,0.0037181273,0.025258765,0.0060181897,0.0028055084,0.0029008365,0.022214638,0.005507102,0.0070715486,0.04360425,0.011933632,0.32571203,0.0024607624,0.0094939405,0.010884918,0.0017294632,0.0048893974,0.00036295608,0.17727962,0.16536216,0.026920876,0.026311139,0.0041172365,0.0025065714,0.0047161127
../../dataset/fruit30_split\val\葡萄-红\94.jpg,23,葡萄-红,23,葡萄-红,0,圣女果,26,车厘子,True,0.0072457995,3.6783957e-05,4.742146e-05,3.2127966e-05,5.6639556e-06,7.578795e-05,1.2198535e-06,1.9264464e-06,3.2152961e-06,2.1509733e-05,1.1675038e-05,0.004009483,2.5162972e-05,2.1113481e-05,6.1394708e-06,7.4437876e-06,0.00029379874,0.0004641818,1.9185902e-06,0.0003039653,0.0031512792,3.2297234e-05,2.8496419e-05,0.97893286,0.00030120887,0.0004386172,0.0044922046,6.0507236e-06,6.1327734e-07
